code,name,行业,总市值_亿元,流通市值_亿元,样本标识,更新时间
688750,,有色金属,9749500000.0,1754910000.0,扩展500只,2025-09-26 11:54:53
603395,,化肥行业,9040200000.0,1863550027.0,扩展500只,2025-09-26 11:54:53
301535,,汽车零部件,8769564713.0,1235159094.0,扩展500只,2025-09-26 11:54:53
603370,,电机,9400063500.0,1842048103.0,扩展500只,2025-09-26 11:54:53
600343,,专用设备,9643297918.0,9643297918.0,扩展500只,2025-09-26 11:54:53
300352,,软件开发,8611955077.0,7583068639.0,扩展500只,2025-09-26 11:54:53
002267,,燃气,8963328087.0,8963328087.0,扩展500只,2025-09-26 11:54:53
600305,,食品饮料,8707930925.0,8680517354.0,扩展500只,2025-09-26 11:54:53
002023,,航天航空,9038494867.0,9038494867.0,扩展500只,2025-09-26 11:54:53
688556,,光伏设备,8473894127.0,8473894127.0,扩展500只,2025-09-26 11:54:53
600650,,铁路公路,9029857452.0,6393468428.0,扩展500只,2025-09-26 11:54:53
002727,,医药商业,8210169833.0,5570320311.0,扩展500只,2025-09-26 11:54:53
605123,,通用设备,8725515933.0,8725515933.0,扩展500只,2025-09-26 11:54:53
002543,,家电行业,9064484000.0,8065038127.0,扩展500只,2025-09-26 11:54:53
603040,,汽车零部件,12195104158.0,12131509295.0,扩展500只,2025-09-26 11:54:53
603533,,文化传媒,8483875821.0,8483875821.0,扩展500只,2025-09-26 11:54:53
301556,,软件开发,8125478400.0,1844095140.0,扩展500只,2025-09-26 11:54:53
002846,,包装材料,7690083475.0,4706001338.0,扩展500只,2025-09-26 11:54:53
688526,,农药兽药,8213176347.0,8213176347.0,扩展500只,2025-09-26 11:54:53
300079,,互联网服务,8256702479.0,7419767208.0,扩展500只,2025-09-26 11:54:53
600094,,房地产开发,10405348998.0,9530980580.0,扩展500只,2025-09-26 11:54:53
002163,,玻璃玻纤,8694616451.0,8268517924.0,扩展500只,2025-09-26 11:54:53
600571,,互联网服务,7778189394.0,7635298406.0,扩展500只,2025-09-26 11:54:53
300080,,通用设备,9179564136.0,9167216690.0,扩展500只,2025-09-26 11:54:53
301479,,光学光电子,8410782582.0,1985502231.0,扩展500只,2025-09-26 11:54:53
300708,,光学光电子,8506571205.0,6432729141.0,扩展500只,2025-09-26 11:54:53
601226,,工程机械,8136741654.0,8112321426.0,扩展500只,2025-09-26 11:54:53
002533,,电网设备,8719219817.0,7575227744.0,扩展500只,2025-09-26 11:54:53
002079,,半导体,8628212690.0,8620109766.0,扩展500只,2025-09-26 11:54:53
002707,,旅游酒店,7360535597.0,6180802115.0,扩展500只,2025-09-26 11:54:53
300036,,软件开发,8243985502.0,7335733209.0,扩展500只,2025-09-26 11:54:53
002639,,通用设备,8313199435.0,7000663733.0,扩展500只,2025-09-26 11:54:53
300671,,半导体,8597939439.0,8575311037.0,扩展500只,2025-09-26 11:54:53
002489,,家用轻工,8112121011.0,7154728191.0,扩展500只,2025-09-26 11:54:53
002612,,纺织服装,7605635996.0,4378967312.0,扩展500只,2025-09-26 11:54:53
688160,,专用设备,9322109302.0,8620920000.0,扩展500只,2025-09-26 11:54:53
603773,,光学光电子,7485412484.0,6840921906.0,扩展500只,2025-09-26 11:54:53
300976,,消费电子,9238179334.0,5913576221.0,扩展500只,2025-09-26 11:54:53
002997,,汽车零部件,8395878346.0,8395878346.0,扩展500只,2025-09-26 11:54:53
001330,,文化传媒,9016844535.0,6989594582.0,扩展500只,2025-09-26 11:54:53
605088,,汽车零部件,7784181437.0,7665071410.0,扩展500只,2025-09-26 11:54:53
300470,,通用设备,7540692584.0,7154449178.0,扩展500只,2025-09-26 11:54:53
600370,,化学制品,8572593414.0,8572593414.0,扩展500只,2025-09-26 11:54:53
600502,,工程建设,7827394757.0,7827394757.0,扩展500只,2025-09-26 11:54:53
605365,,家电行业,7510112625.0,7510112625.0,扩展500只,2025-09-26 11:54:53
603936,,电子元件,8113222311.0,8113222311.0,扩展500只,2025-09-26 11:54:53
300368,,计算机设备,8706409599.0,8706409599.0,扩展500只,2025-09-26 11:54:53
300451,,软件开发,7497763509.0,7389197847.0,扩展500只,2025-09-26 11:54:53
300139,,贵金属,7208940000.0,6147574210.0,扩展500只,2025-09-26 11:54:53
300342,,家电行业,7446615180.0,7337356080.0,扩展500只,2025-09-26 11:54:53
300401,,化学制药,7771589054.0,7645977868.0,扩展500只,2025-09-26 11:54:53
300386,,软件开发,7470446280.0,4481039259.0,扩展500只,2025-09-26 11:54:53
300267,,化学制药,7260369142.0,5006819456.0,扩展500只,2025-09-26 11:54:53
300842,,光伏设备,9190457559.0,8176691205.0,扩展500只,2025-09-26 11:54:53
301326,,消费电子,9596956999.0,3604220308.0,扩展500只,2025-09-26 11:54:53
603153,,工程咨询服务,7660304071.0,2523150000.0,扩展500只,2025-09-26 11:54:53
688210,,电子元件,9998600834.0,9998600834.0,扩展500只,2025-09-26 11:54:53
301052,,文化传媒,7951382889.0,6443742092.0,扩展500只,2025-09-26 11:54:53
002676,,家电行业,7221600000.0,7221363884.0,扩展500只,2025-09-26 11:54:53
688787,,互联网服务,7226353312.0,7226353312.0,扩展500只,2025-09-26 11:54:53
000888,,旅游酒店,7102788615.0,7102788615.0,扩展500只,2025-09-26 11:54:53
301501,,家用轻工,7179066000.0,1794766500.0,扩展500只,2025-09-26 11:54:53
688588,,软件开发,7244181154.0,7244181154.0,扩展500只,2025-09-26 11:54:53
301508,,专业服务,7277682588.0,1893943716.0,扩展500只,2025-09-26 11:54:53
301529,,汽车零部件,7101722849.0,3786915672.0,扩展500只,2025-09-26 11:54:53
001311,,汽车零部件,8129134364.0,2064205794.0,扩展500只,2025-09-26 11:54:53
605286,,专用设备,7116480000.0,7116480000.0,扩展500只,2025-09-26 11:54:53
000560,,房地产服务,7137167579.0,6835493561.0,扩展500只,2025-09-26 11:54:53
002206,,化纤行业,7112708186.0,5294009218.0,扩展500只,2025-09-26 11:54:53
688376,,环保行业,6827520000.0,2590067921.0,扩展500只,2025-09-26 11:54:53
601500,,橡胶制品,7167813965.0,7139333315.0,扩展500只,2025-09-26 11:54:53
605339,,食品饮料,7378413812.0,7378413812.0,扩展500只,2025-09-26 11:54:53
000949,,化纤行业,7464448358.0,7462445438.0,扩展500只,2025-09-26 11:54:53
600217,,环保行业,6945568890.0,6945568890.0,扩展500只,2025-09-26 11:54:53
300380,,软件开发,6753056859.0,6212891188.0,扩展500只,2025-09-26 11:54:53
300129,,风电设备,7582032772.0,5242733611.0,扩展500只,2025-09-26 11:54:53
300151,,专用设备,6837412145.0,4734069750.0,扩展500只,2025-09-26 11:54:53
605288,,专用设备,7180378019.0,7132209459.0,扩展500只,2025-09-26 11:54:53
002175,,仪器仪表,6064708453.0,6064708453.0,扩展500只,2025-09-26 11:54:53
603222,,化学制药,5686731360.0,5686731360.0,扩展500只,2025-09-26 11:54:53
301259,,环保行业,6414720000.0,4065577083.0,扩展500只,2025-09-26 11:54:53
600658,,房地产服务,6599651766.0,6599651766.0,扩展500只,2025-09-26 11:54:53
603069,,铁路公路,6895120000.0,6895120000.0,扩展500只,2025-09-26 11:54:53
600605,,房地产服务,7116743801.0,7116743801.0,扩展500只,2025-09-26 11:54:53
000678,,汽车零部件,6374815624.0,6374815624.0,扩展500只,2025-09-26 11:54:53
600691,,化肥行业,7080426217.0,7079246137.0,扩展500只,2025-09-26 11:54:53
002785,,装修建材,6966289424.0,5948037007.0,扩展500只,2025-09-26 11:54:53
603312,,电网设备,8109088000.0,2635453600.0,扩展500只,2025-09-26 11:54:53
001328,,美容护理,6837021598.0,1709257385.0,扩展500只,2025-09-26 11:54:53
000026,,珠宝首饰,6695106116.0,6015289220.0,扩展500只,2025-09-26 11:54:53
002642,,互联网服务,6311476186.0,6311476186.0,扩展500只,2025-09-26 11:54:53
603303,,家电行业,6333823956.0,6333823956.0,扩展500只,2025-09-26 11:54:53
603135,,专用设备,7189324874.0,2885344722.0,扩展500只,2025-09-26 11:54:53
300781,,文化传媒,6568655353.0,4847893230.0,扩展500只,2025-09-26 11:54:53
300669,,专用设备,6363136469.0,6026147920.0,扩展500只,2025-09-26 11:54:53
688315,,医疗服务,6388670000.0,6388670000.0,扩展500只,2025-09-26 11:54:53
300951,,消费电子,6620160970.0,5915396737.0,扩展500只,2025-09-26 11:54:53
002401,,互联网服务,6422430643.0,6417168883.0,扩展500只,2025-09-26 11:54:53
300444,,电网设备,6412959473.0,4990216993.0,扩展500只,2025-09-26 11:54:53
688429,,光伏设备,6076012152.0,1820176186.0,扩展500只,2025-09-26 11:54:53
002552,,通用设备,6184486176.0,5104526708.0,扩展500只,2025-09-26 11:54:53
603758,,汽车零部件,7323522748.0,7323522748.0,扩展500只,2025-09-26 11:54:53
300271,,互联网服务,6251327182.0,6138767281.0,扩展500只,2025-09-26 11:54:53
000905,,航运港口,6201528231.0,6201515691.0,扩展500只,2025-09-26 11:54:53
001258,,电力行业,6496000005.0,6495984345.0,扩展500只,2025-09-26 11:54:53
300905,,塑料制品,6845734932.0,5323818856.0,扩展500只,2025-09-26 11:54:53
603400,,通用设备,6281000000.0,1230926763.0,扩展500只,2025-09-26 11:54:53
688176,,生物制品,6094389086.0,4648769076.0,扩展500只,2025-09-26 11:54:53
300530,,电池,6026894958.0,5546575331.0,扩展500只,2025-09-26 11:54:53
603061,,半导体,7854000000.0,5475067121.0,扩展500只,2025-09-26 11:54:53
300111,,化学制药,10014499355.0,10014499355.0,扩展500只,2025-09-26 11:54:53
688028,,通用设备,8104451810.0,8104451810.0,扩展500只,2025-09-26 11:54:53
300369,,软件开发,6010800123.0,6002671311.0,扩展500只,2025-09-26 11:54:53
300698,,通信设备,6516420000.0,5764889208.0,扩展500只,2025-09-26 11:54:53
000751,,有色金属,5719332306.0,4990935478.0,扩展500只,2025-09-26 11:54:53
600178,,汽车零部件,6026872000.0,6026872000.0,扩展500只,2025-09-26 11:54:53
605598,,工程建设,6432580477.0,6391342077.0,扩展500只,2025-09-26 11:54:53
300488,,通用设备,6508201261.0,5418743146.0,扩展500只,2025-09-26 11:54:53
301448,,通用设备,5732480000.0,2636940800.0,扩展500只,2025-09-26 11:54:53
688311,,通信设备,5808167467.0,5808167467.0,扩展500只,2025-09-26 11:54:53
600513,,化学制药,5426523693.0,5426523693.0,扩展500只,2025-09-26 11:54:53
002274,,化肥行业,5961802684.0,5870935554.0,扩展500只,2025-09-26 11:54:53
300940,,光学光电子,6300835728.0,4456667643.0,扩展500只,2025-09-26 11:54:53
300004,,专用设备,6095918695.0,6095918695.0,扩展500只,2025-09-26 11:54:53
600897,,航空机场,5962156200.0,5962156200.0,扩展500只,2025-09-26 11:54:53
002361,,塑料制品,5915437507.0,5032744960.0,扩展500只,2025-09-26 11:54:53
001288,,工程机械,6171391562.0,3980275617.0,扩展500只,2025-09-26 11:54:53
301190,,化学制品,6267385800.0,4653136800.0,扩展500只,2025-09-26 11:54:53
600400,,纺织服装,7446958519.0,7446958519.0,扩展500只,2025-09-26 11:54:53
000722,,电力行业,5690580537.0,5690580537.0,扩展500只,2025-09-26 11:54:53
688389,,医疗器械,5913103074.0,5913103074.0,扩展500只,2025-09-26 11:54:53
002279,,软件开发,5819896379.0,5330659606.0,扩展500只,2025-09-26 11:54:53
600207,,光伏设备,5686211532.0,5686211532.0,扩展500只,2025-09-26 11:54:53
301021,,电子元件,6165196285.0,6160596535.0,扩展500只,2025-09-26 11:54:53
300788,,文化传媒,5645598480.0,5645598480.0,扩展500只,2025-09-26 11:54:53
603861,,电网设备,5686354087.0,5560729749.0,扩展500只,2025-09-26 11:54:53
603035,,汽车零部件,6836036513.0,6836036513.0,扩展500只,2025-09-26 11:54:53
300981,,医疗器械,5763945049.0,5282388774.0,扩展500只,2025-09-26 11:54:53
601789,,工程建设,6357771752.0,6357771752.0,扩展500只,2025-09-26 11:54:53
603890,,消费电子,6129361849.0,6129361849.0,扩展500只,2025-09-26 11:54:53
002889,,物流行业,5906719262.0,3930090409.0,扩展500只,2025-09-26 11:54:53
002264,,互联网服务,5132254569.0,4668601435.0,扩展500只,2025-09-26 11:54:53
300617,,电网设备,6287721061.0,5281011684.0,扩展500只,2025-09-26 11:54:53
600626,,汽车零部件,5758446748.0,4830787176.0,扩展500只,2025-09-26 11:54:53
301099,,贸易行业,5881297658.0,3600193118.0,扩展500只,2025-09-26 11:54:53
301398,,汽车零部件,5868800000.0,1753304000.0,扩展500只,2025-09-26 11:54:53
920060,,电子元件,5412790003.0,2495605354.0,扩展500只,2025-09-26 11:54:53
603062,,化学原料,5808240000.0,2037530592.0,扩展500只,2025-09-26 11:54:53
002148,,通信服务,5388637861.0,4331421770.0,扩展500只,2025-09-26 11:54:53
605018,,汽车零部件,5645285000.0,5631388200.0,扩展500只,2025-09-26 11:54:53
002449,,光学光电子,5640511781.0,5640511781.0,扩展500只,2025-09-26 11:54:53
002577,,消费电子,5632318432.0,5632018582.0,扩展500只,2025-09-26 11:54:53
000726,,纺织服装,5459607841.0,3932522386.0,扩展500只,2025-09-26 11:54:53
600288,,电子元件,6224400000.0,6224400000.0,扩展500只,2025-09-26 11:54:53
688293,,专业服务,7264849281.0,7264849281.0,扩展500只,2025-09-26 11:54:53
002367,,专用设备,5289052373.0,5268086822.0,扩展500只,2025-09-26 11:54:53
688023,,软件开发,5389060776.0,5389060776.0,扩展500只,2025-09-26 11:54:53
601700,,电网设备,5254334820.0,5254334820.0,扩展500只,2025-09-26 11:54:53
601121,,钢铁行业,5320000000.0,2527000000.0,扩展500只,2025-09-26 11:54:53
300057,,有色金属,5422350669.0,4379874000.0,扩展500只,2025-09-26 11:54:53
300237,,汽车零部件,4657385224.0,4657341619.0,扩展500只,2025-09-26 11:54:53
600617,,燃气,5671823821.0,5220095506.0,扩展500只,2025-09-26 11:54:53
300894,,家电行业,5206622263.0,3755312721.0,扩展500只,2025-09-26 11:54:53
688286,,半导体,5837047518.0,5837047518.0,扩展500只,2025-09-26 11:54:53
688302,,生物制品,5275551061.0,4343125594.0,扩展500只,2025-09-26 11:54:53
002672,,环保行业,5062071573.0,4145441823.0,扩展500只,2025-09-26 11:54:53
000926,,房地产开发,4173567708.0,4121807960.0,扩展500只,2025-09-26 11:54:53
301618,,化学制品,5182901157.0,1295727300.0,扩展500只,2025-09-26 11:54:53
000862,,电力行业,5039571281.0,3447539313.0,扩展500只,2025-09-26 11:54:53
300752,,光学光电子,5186926301.0,3569905285.0,扩展500只,2025-09-26 11:54:53
603032,,电池,5156004134.0,5115119923.0,扩展500只,2025-09-26 11:54:53
002365,,化学制药,5118635025.0,4265378954.0,扩展500只,2025-09-26 11:54:53
002688,,农药兽药,5131368747.0,4970633053.0,扩展500只,2025-09-26 11:54:53
603018,,工程咨询服务,5265210451.0,5265210451.0,扩展500只,2025-09-26 11:54:53
688663,,电网设备,5799511381.0,5799511381.0,扩展500只,2025-09-26 11:54:53
833509,,电网设备,4857262589.0,2544329178.0,扩展500只,2025-09-26 11:54:53
300993,,家用轻工,5663451456.0,4425796937.0,扩展500只,2025-09-26 11:54:53
000925,,交运设备,5458304754.0,5433081566.0,扩展500只,2025-09-26 11:54:53
688152,,软件开发,5533786399.0,2173633759.0,扩展500只,2025-09-26 11:54:53
835174,,工程机械,5495032234.0,5311396337.0,扩展500只,2025-09-26 11:54:53
002132,,通用设备,5325869852.0,5318032193.0,扩展500只,2025-09-26 11:54:53
002095,,互联网服务,4958366400.0,4938519102.0,扩展500只,2025-09-26 11:54:53
300611,,汽车零部件,5407733302.0,3799522348.0,扩展500只,2025-09-26 11:54:53
603901,,专用设备,5593616593.0,5507982147.0,扩展500只,2025-09-26 11:54:53
605208,,汽车零部件,4893010200.0,4893010200.0,扩展500只,2025-09-26 11:54:53
603155,,化学制品,5055746668.0,5055746668.0,扩展500只,2025-09-26 11:54:53
300683,,生物制品,4528945929.0,4223436579.0,扩展500只,2025-09-26 11:54:53
000532,,综合行业,5049977181.0,5033003779.0,扩展500只,2025-09-26 11:54:53
300484,,专用设备,4547247605.0,3651440119.0,扩展500只,2025-09-26 11:54:53
002178,,软件开发,4742938987.0,4740475832.0,扩展500只,2025-09-26 11:54:53
430418,,通用设备,4856814144.0,4662729676.0,扩展500只,2025-09-26 11:54:53
002786,,专用设备,4638928320.0,4624888320.0,扩展500只,2025-09-26 11:54:53
830946,,化学制药,4653409906.0,4651979281.0,扩展500只,2025-09-26 11:54:53
603386,,电子元件,4656622931.0,4656622931.0,扩展500只,2025-09-26 11:54:53
002658,,仪器仪表,5111517829.0,2883608302.0,扩展500只,2025-09-26 11:54:53
301220,,化学制品,4823208827.0,2804585182.0,扩展500只,2025-09-26 11:54:53
002627,,旅游酒店,4608464764.0,4560804126.0,扩展500只,2025-09-26 11:54:53
688181,,光学光电子,5079367992.0,5079367992.0,扩展500只,2025-09-26 11:54:53
000710,,医疗器械,4574567757.0,4264117204.0,扩展500只,2025-09-26 11:54:53
688075,,医疗器械,4825334106.0,4825334106.0,扩展500只,2025-09-26 11:54:53
300700,,通用设备,5029784492.0,3424269872.0,扩展500只,2025-09-26 11:54:53
002956,,食品饮料,4683719647.0,4683245835.0,扩展500只,2025-09-26 11:54:53
