date,long,short,ls_gross,turnover,cost_bps,ls_net,overlap_long,overlap_short,long_turnover,short_turnover,added_long,removed_long,added_short,removed_short,cum_ls_net,cum_ls_gross,drawdown
2022-01-04,-0.031186596277176293,-0.024607470357815648,-0.006579125919360645,2.0,0.0005,-0.007579125919360645,0.0,0.0,1.0,1.0,40,0,40,0,-0.007579125919360645,-0.006579125919360645,0.0
2022-01-05,0.00553323023915374,0.005294330089805983,0.00023890014934775747,0.475,0.0005,1.4001493477574752e-06,0.75,0.775,0.25,0.22499999999999998,10,10,9,9,-0.007577725770012887,-0.006340225770012887,0.0
2022-01-06,-0.01737015413084882,-0.017087307481001852,-0.0002828466498469677,0.475,0.0005,-0.0005203466498469677,0.725,0.8,0.275,0.19999999999999996,11,11,8,8,-0.008098072419859855,-0.006623072419859855,-0.0005203466498469676
2022-01-07,0.0064396134396066075,0.00727100759396566,-0.0008313941543590525,0.32499999999999996,0.0005,-0.0009938941543590524,0.775,0.9,0.22499999999999998,0.09999999999999998,9,9,4,4,-0.009091966574218907,-0.0074544665742189075,-0.0015142408042060195
2022-01-10,-0.004125927383279397,-0.015315273082711422,0.011189345699432026,0.575,0.0005,0.010901845699432026,0.675,0.75,0.32499999999999996,0.25,13,13,10,10,0.0018098791252131197,0.0037348791252131185,0.0
2022-01-11,0.01465796876730725,0.005993569135084092,0.008664399632223157,1.6749999999999998,0.0005,0.007826899632223158,0.275,0.05,0.725,0.95,29,29,38,38,0.009636778757436277,0.012399278757436277,0.0
2022-01-12,-0.007332964909801551,-0.009860853012155679,0.0025278881023541276,0.65,0.0005,0.0022028881023541274,0.625,0.725,0.375,0.275,15,15,11,11,0.011839666859790404,0.014927166859790404,0.0
2022-01-13,0.011747603246481428,0.009700068339028903,0.0020475349074525247,1.65,0.0005,0.0012225349074525247,0.325,0.025,0.675,0.975,27,27,39,39,0.01306220176724293,0.01697470176724293,0.0
2022-01-14,0.022255619746024084,0.019959300248595897,0.002296319497428187,0.5,0.0005,0.0020463194974281868,0.675,0.825,0.32499999999999996,0.17500000000000004,13,13,7,7,0.015108521264671116,0.019271021264671118,0.0
2022-01-17,-0.017782951415894137,0.006470243631590954,-0.02425319504748509,0.55,0.0005,-0.02452819504748509,0.7,0.75,0.30000000000000004,0.25,12,12,10,10,-0.009419673782813975,-0.004982173782813973,-0.02452819504748509
