factor,ic_mean,ic_std,t,p,win_rate,n_days
illiq_std,0.040844110323076735,0.2799993880592632,2.809695870679046,0.005222248149138248,0.5633423180592992,371
gk_vol_21d_std,-0.03845907360330183,0.32093863434190517,-2.3081486415338635,0.02154173018770809,0.4636118598382749,371
turnover_rate_std,-0.03736597178695833,0.29072009640302376,-2.4756439402190114,0.013746511623197321,0.444743935309973,371
atr14_std,-0.03704929298995996,0.31079629423752836,-2.2961013171259763,0.022228469278107232,0.4609164420485175,371
volatility_21d_std,-0.029615194067340908,0.3129742162297662,-1.8226067619592872,0.0691699282642967,0.4609164420485175,371
dist_to_low_252_std,-0.02068261369728531,0.3101486355907087,-1.2844656668722767,0.19978268924244064,0.5040431266846361,371
zero_ret_ratio_21_std,0.018444725879606775,0.2865837870169333,1.2396741428031166,0.21588162463728558,0.5202156334231806,371
volume_trend_20_60_std,-0.01519750171201704,0.27974925040746235,-1.0463819133364258,0.29606782553449656,0.4528301886792453,371
dist_to_high_252_std,0.014426034357638224,0.3292358964227285,0.843969470688541,0.39923178665908865,0.5175202156334232,371
vol_ratio_21_63_std,-0.012178293737542537,0.2603751761147073,-0.900894266598569,0.3682305512523011,0.477088948787062,371
roll_spread_21_std,0.010940664523075882,0.27120896863044824,0.7770100015214177,0.4376493443013497,0.5390835579514824,371
volume_ratio_std,0.010574882372356105,0.2794972383124411,0.7287607583081285,0.46660902896558665,0.522911051212938,371
amplitude_hl_std,-0.009061239469284527,0.30325007162216433,-0.575537532790062,0.5652776671028943,0.48517520215633425,371
obv_std,-0.0053795807556413664,0.27389931823125296,-0.37830705012995264,0.7054194641961058,0.5202156334231806,371
momentum_60d_std,-0.005377512921725261,0.3577240866705302,-0.2895477762837972,0.7723244059175376,0.49326145552560646,371
momentum_5d_std,-0.004483782881087437,0.3232427622413458,-0.26717924605696786,0.7894800120666253,0.5013477088948787,371
breakout_low_63_std,0.004477576620232168,0.268531049117699,0.20353619523013483,0.8389955418060229,0.4899328859060403,149
momentum_250d_std,-0.0021449743067962325,0.32079787944560934,-0.12878864098191198,0.8975948699367547,0.49056603773584906,371
breakout_high_63_std,0.0015398484384552152,0.30489630847575655,0.06943152637620399,0.9447199303947433,0.4973544973544973,189
momentum_21d_std,0.0013443084458158378,0.32521141240692575,0.07961962071500371,0.9365828342603393,0.5094339622641509,371
