regime,ic_mean,ic_ir,ls_mean,ls_ann,ls_ir,weight_days
正常,0.10053045333692866,0.33927068475810634,0.002127491644513502,0.5361278944174025,2.024558054115873,89
高波动,0.00010493600370798828,0.00036939247948748625,-0.0012253553775906853,-0.30878955515285267,-0.8909326112939522,275
