strategy,param,param_name,top_n,bottom_n,cost_bps,n_days,ic_mean,ic_ir,ic_win_rate,long_mean,short_mean,ls_mean,ls_ann,ls_ir,ls_win_rate,avg_turnover,max_drawdown
B_hysteresis,10,delta,30,30,0.0003,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-1.8422753716871363e-06,-0.00046425339366515833,-0.927044573937301,0.0,0.006140917905623788,-7.058823529411764e-05
B_hysteresis,12,delta,30,30,0.0003,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-1.8422753716871363e-06,-0.00046425339366515833,-0.927044573937301,0.0,0.006140917905623788,-7.058823529411764e-05
B_hysteresis,15,delta,30,30,0.0003,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-1.8422753716871363e-06,-0.00046425339366515833,-0.927044573937301,0.0,0.006140917905623788,-7.058823529411764e-05
B_hysteresis,18,delta,30,30,0.0003,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-1.8422753716871363e-06,-0.00046425339366515833,-0.927044573937301,0.0,0.006140917905623788,-7.058823529411764e-05
B_hysteresis,20,delta,30,30,0.0003,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-1.8422753716871363e-06,-0.00046425339366515833,-0.927044573937301,0.0,0.006140917905623788,-7.058823529411764e-05
B_hysteresis,10,delta,30,30,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
B_hysteresis,12,delta,30,30,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
B_hysteresis,15,delta,30,30,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
B_hysteresis,18,delta,30,30,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
B_hysteresis,20,delta,30,30,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
