regime,ic_mean,ic_ir,ls_mean,ls_ann,ls_ir,weight_days
极高波动,0.03611971104231165,0.16239245061467758,0.006566810858420621,1.6548363363219964,7.027313498017812,3
正常,0.04993276979930422,0.18331434367723773,0.0005884720309109579,0.14829495178956137,0.5123932150332156,391
高波动,-0.00799963325149081,-0.02765458184412215,-0.0011893093430647066,-0.2997059544523061,-0.8798784778026938,271
