factor,ic_mean,ic_std,t,p,win_rate,n_days
momentum_21d_std,-0.08363899472650767,0.2933841652484248,-2.5177896015590693,0.013885521196272628,0.3717948717948718,78
momentum_5d_std,-0.06765244817209844,0.31596850058279435,-1.8909804084127348,0.062388415067837336,0.3974358974358974,78
dist_to_high_252_std,-0.06639481714040739,0.35006298551300413,-1.6750789772541101,0.09797562337769834,0.4358974358974359,78
momentum_60d_std,-0.05740568932493149,0.369994160039702,-1.3702738454847547,0.17458337931954762,0.41025641025641024,78
amplitude_hl_std,0.04225610198942933,0.28473859859428186,1.3106610405340906,0.19386814252737714,0.5256410256410257,78
volume_trend_20_60_std,-0.03910310875596377,0.30156570405675936,-1.1451876026250067,0.2556784456990202,0.44871794871794873,78
volatility_21d_std,0.029428321490863645,0.34889119798241247,0.7449425483007628,0.45857419018792767,0.5512820512820513,78
momentum_250d_std,-0.025547607963510927,0.31986852205558647,-0.7053847086623036,0.4826993534023041,0.41025641025641024,78
zero_ret_ratio_21_std,0.025372944928568508,0.20932243080365168,1.070538791391265,0.28772109318222416,0.5384615384615384,78
turnover_rate_std,0.02345658790437736,0.33254159771952224,0.6229686046260833,0.5351459508264977,0.5128205128205128,78
gk_vol_21d_std,0.02278494980400647,0.3233276238146803,0.6223756128415653,0.5355336607105714,0.5256410256410257,78
atr14_std,0.020988524050097983,0.33833987792969256,0.5478680978485054,0.5853672247246385,0.5769230769230769,78
dist_to_low_252_std,-0.017994043296710886,0.3131817600254128,-0.5074340453352226,0.6133006488169248,0.4358974358974359,78
roll_spread_21_std,-0.016068511220972477,0.2561538045110415,-0.5504529358507589,0.5836231004478676,0.5064935064935064,77
vol_ratio_21_63_std,-0.014010833182162116,0.2764677853667257,-0.44757593742334006,0.6557159114599473,0.5384615384615384,78
volume_ratio_std,-0.012118566210318303,0.27790115286737654,-0.3851307477783999,0.701202361231116,0.48717948717948717,78
obv_std,-0.010123711500534916,0.2567800304680216,-0.34819763394160136,0.7286419311286225,0.5128205128205128,78
illiq_std,0.009140975093015683,0.3020476572520867,0.2672787031060997,0.7899691661061643,0.5128205128205128,78
