date,long,short,ls_gross,turnover,cost_bps,ls_net,overlap_long,overlap_short,long_turnover,short_turnover,added_long,removed_long,added_short,removed_short,cum_ls_net,cum_ls_gross,drawdown
2022-01-04,-0.036941664641016767,-0.021962255974328,-0.014979408666688766,2.0,0.0005,-0.015979408666688767,0.0,0.0,1.0,1.0,30,0,30,0,-0.015979408666688767,-0.014979408666688766,0.0
2022-01-05,0.004861218265212624,0.006388014774317536,-0.0015267965091049123,0.4666666666666667,0.0005,-0.0017601298424382455,0.7,0.8333333333333334,0.30000000000000004,0.16666666666666663,9,9,5,5,-0.017739538509127014,-0.016506205175793678,-0.0017601298424382468
2022-01-06,-0.015634940985422036,-0.02299331509050839,0.007358374105086354,0.5333333333333333,0.0005,0.007091707438419687,0.6333333333333333,0.8333333333333334,0.3666666666666667,0.16666666666666663,11,11,5,5,-0.010647831070707327,-0.009147831070707324,0.0
2022-01-07,0.0038827058807081234,0.00139027181287792,0.0024924340678302032,0.4666666666666667,0.0005,0.00225910073449687,0.7,0.8333333333333334,0.30000000000000004,0.16666666666666663,9,9,5,5,-0.008388730336210458,-0.006655397002877121,0.0
2022-01-10,-0.00018698746459950452,-0.01349304180711097,0.013306054342511467,0.5666666666666667,0.0005,0.013022721009178133,0.6333333333333333,0.8,0.3666666666666667,0.19999999999999996,11,11,6,6,0.004633990672967676,0.006650657339634346,0.0
2022-01-11,0.023181466908912908,0.0024033552079586696,0.020778111700954238,1.6,0.0005,0.01997811170095424,0.3333333333333333,0.06666666666666667,0.6666666666666667,0.9333333333333333,20,20,28,28,0.024612102373921915,0.027428769040588583,0.0
2022-01-12,-0.008290375925506256,-0.010220595972630914,0.0019302200471246582,0.5,0.0005,0.0016802200471246582,0.7,0.8,0.30000000000000004,0.19999999999999996,9,9,6,6,0.026292322421046573,0.02935898908771324,0.0
2022-01-13,0.01514039217627611,0.01896932721305577,-0.0038289350367796578,1.6666666666666667,0.0005,-0.004662268370112991,0.3333333333333333,0.0,0.6666666666666667,1.0,20,20,30,30,0.02163005405093358,0.025530054050933584,-0.004662268370112993
2022-01-14,0.026590132410814215,0.012974504804063943,0.013615627606750271,0.6000000000000001,0.0005,0.013315627606750272,0.6666666666666666,0.7333333333333333,0.33333333333333337,0.2666666666666667,10,10,8,8,0.03494568165768385,0.03914568165768385,0.0
2022-01-17,-0.01936804872231833,0.005292375860101657,-0.024660424582419987,0.43333333333333324,0.0005,-0.024877091249086655,0.7666666666666667,0.8,0.23333333333333328,0.19999999999999996,7,7,6,6,0.010068590408597197,0.014485257075263866,-0.024877091249086655
2022-01-18,-0.006753167115433294,-0.0010776695745429504,-0.005675497540890344,1.6666666666666667,0.0005,-0.006508830874223677,0.3333333333333333,0.0,0.6666666666666667,1.0,20,20,30,30,0.0035597595343735194,0.008809759534373521,-0.03138592212331033
2022-01-19,-0.027912354620936716,-0.006154072084317574,-0.021758282536619142,0.6333333333333333,0.0005,-0.02207494920328581,0.5666666666666667,0.8,0.43333333333333335,0.19999999999999996,13,13,6,6,-0.018515189668912288,-0.01294852300224562,-0.05346087132659614
2022-01-20,-0.005845378930889817,-0.01751680502929803,0.011671426098408213,0.8,0.0005,0.011271426098408213,0.5666666666666667,0.6333333333333333,0.43333333333333335,0.3666666666666667,13,13,11,11,-0.007243763570504075,-0.0012770969038374078,-0.042189445228187926
2022-01-21,0.0024920050016429968,0.00501490171758244,-0.0025228967159394433,1.5666666666666667,0.0005,-0.0033062300492727767,0.3,0.13333333333333333,0.7,0.8666666666666667,21,21,26,26,-0.010549993619776852,-0.003799993619776851,-0.045495675277460706
2022-01-24,-0.03961054494577462,-0.046607114461831675,0.006996569516057052,0.6333333333333334,0.0005,0.006679902849390386,0.6666666666666666,0.7,0.33333333333333337,0.30000000000000004,10,10,9,9,-0.003870090770386466,0.003196575896280201,-0.038815772428070314
2022-01-25,0.004940378170405343,0.013207753293514344,-0.008267375123109,0.6666666666666667,0.0005,-0.008600708456442334,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,10,10,10,10,-0.0124707992268288,-0.0050707992268288,-0.047416480884512655
2022-01-26,-0.02563830680277476,-0.041140660141287165,0.015502353338512406,0.5,0.0005,0.015252353338512405,0.8,0.7,0.19999999999999996,0.30000000000000004,6,6,9,9,0.0027815541116836054,0.010431554111683606,-0.032164127546000246
2022-01-27,0.014862539803104839,-0.002441283067031333,0.01730382287013617,0.33333333333333326,0.0005,0.017137156203469506,0.8666666666666667,0.8,0.1333333333333333,0.19999999999999996,4,4,6,6,0.01991871031515311,0.027735376981819777,-0.01502697134253074
2022-01-28,0.007179683355977806,0.013225841118417247,-0.0060461577624394405,0.4666666666666667,0.0005,-0.006279491095772774,0.7,0.8333333333333334,0.30000000000000004,0.16666666666666663,9,9,5,5,0.013639219219380338,0.021689219219380336,-0.021306462438303513
2022-02-07,0.028888301397631187,0.0034332034964086235,0.025455097901222565,0.5333333333333333,0.0005,0.0251884312345559,0.7,0.7666666666666667,0.30000000000000004,0.23333333333333328,9,9,7,7,0.03882765045393624,0.0471443171206029,0.0
2022-02-08,0.010574073571382488,0.03173686975621473,-0.021162796184832244,0.5333333333333333,0.0005,-0.02142946285149891,0.7,0.7666666666666667,0.30000000000000004,0.23333333333333328,9,9,7,7,0.01739818760243733,0.025981520935770656,-0.02142946285149891
2022-02-09,0.0002922752631829402,-0.012520929256238688,0.012813204519421629,0.46666666666666656,0.0005,0.012579871186088295,0.7666666666666667,0.7666666666666667,0.23333333333333328,0.23333333333333328,7,7,7,7,0.02997805878852563,0.03879472545519229,-0.008849591665410612
2022-02-10,-0.01832868175651561,-0.0241607066959472,0.00583202493943159,0.3666666666666666,0.0005,0.005648691606098257,0.8333333333333334,0.8,0.16666666666666663,0.19999999999999996,5,5,6,6,0.03562675039462389,0.04462675039462388,-0.0032009000593123532
2022-02-11,-0.012929985688401459,0.00030362358283690893,-0.013233609271238367,0.3999999999999999,0.0005,-0.013433609271238368,0.7666666666666667,0.8333333333333334,0.23333333333333328,0.16666666666666663,7,7,5,5,0.02219314112338552,0.031393141123385516,-0.01663450933055072
2022-02-14,-0.0006962404304822769,0.023502629651807407,-0.024198870082289683,0.5,0.0005,-0.024448870082289683,0.7333333333333333,0.7666666666666667,0.2666666666666667,0.23333333333333328,8,8,7,7,-0.002255728958904163,0.007194271041095834,-0.041083379412840404
2022-02-15,0.009849711993365623,0.003287876920233367,0.006561835073132256,0.43333333333333324,0.0005,0.0063451684064655895,0.8,0.7666666666666667,0.19999999999999996,0.23333333333333328,6,6,7,7,0.0040894394475614266,0.01375610611422809,-0.034738211006374815
2022-02-16,0.0040542479569565075,-0.0063815756109827865,0.010435823567939293,0.5,0.0005,0.010185823567939293,0.6666666666666666,0.8333333333333334,0.33333333333333337,0.16666666666666663,10,10,5,5,0.014275263015500719,0.024191929682167383,-0.024552387438435522
