regime,ic_mean,ic_ir,ls_mean,ls_ann,ls_ir,weight_days
极高波动,0.05572630663041986,0.29026998739112103,-0.005374321514601097,-1.3543290216794763,-0.9332287243074696,78
正常,0.041040130035533105,0.24534791163871378,0.004797057070688517,1.2088583818135064,1.362944920929156,390
高波动,0.028382910476378535,0.1474372795406578,0.004219899455885952,1.06341466288326,1.0431532901619178,246
