start_oos,train_window,strategy,param,top_n,cost_bps,n_days,ic_mean,ic_ir,ic_win_rate,long_mean,short_mean,ls_mean,ls_ann,ls_ir,ls_win_rate,avg_turnover,max_drawdown
2021-01-01,756,hysteresis,delta=15,40,0.0005,415,0.027922048358864183,0.09634677167216629,0.5204819277108433,-4.4653410824803146e-05,-4.4653410824803146e-05,-2.693125442948264e-06,-0.0006786676116229624,-0.8681795008076854,0.0,0.0053862508858965276,-0.00011764705882352962
2021-01-01,900,hysteresis,delta=15,40,0.0005,415,0.030263621761541987,0.10338535985155006,0.5469879518072289,-4.4653410824803146e-05,-4.4653410824803146e-05,-2.693125442948264e-06,-0.0006786676116229624,-0.8681795008076854,0.0,0.0053862508858965276,-0.00011764705882352962
2022-01-01,756,hysteresis,delta=15,40,0.0005,364,0.024659526780237227,0.0850493752180689,0.5054945054945055,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
2022-01-01,900,hysteresis,delta=15,40,0.0005,364,0.02732917777504846,0.09317929945458392,0.5357142857142857,-9.85819166144584e-05,-9.85819166144584e-05,-3.0704589528118945e-06,-0.0007737556561085975,-0.9270445856918623,0.0,0.006140917905623788,-0.00011764705882352962
2022-07-01,756,hysteresis,delta=15,40,0.0005,322,0.02950401955138855,0.10358386194728396,0.5124223602484472,0.00027887463910465974,0.00027887463910465974,-3.4709535988308376e-06,-0.0008746803069053711,-0.9856942412153534,0.0,0.006941907197661673,-0.00011764705882352962
2022-07-01,900,hysteresis,delta=15,40,0.0005,322,0.032521885893349076,0.11267456664405706,0.546583850931677,0.00027887463910465974,0.00027887463910465974,-3.4709535988308376e-06,-0.0008746803069053711,-0.9856942412153534,0.0,0.006941907197661673,-0.00011764705882352962
