regime,ic_mean,ic_ir,ls_mean,ls_ann,ls_ir,weight_days
极高波动,0.05827987887543619,0.30499969179397096,0.0051098531681535875,1.287682998374704,0.9852242983753389,78
正常,0.04364130429071929,0.25900797178145707,0.0033679971293174354,0.8487352765879937,0.9649745261180034,389
高波动,0.02486207299649012,0.1276191238996254,0.00619353810667581,1.560771602882304,1.5237359766020433,247
