date,code,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2020-01-02,603337,21.19,21.04,21.25,20.69,11993,25181353.0,2.67,0.38,0.08,1.02
2020-01-03,603337,21.05,20.98,21.3,20.76,10130,21319401.0,2.57,-0.29,-0.06,0.86
2020-01-06,603337,20.82,20.82,21.15,20.62,8898,18515166.0,2.53,-0.76,-0.16,0.76
2020-01-07,603337,20.76,21.72,21.94,20.71,19275,41529633.0,5.91,4.32,0.9,1.64
2020-01-08,603337,21.66,21.2,21.87,21.1,14184,30227126.0,3.55,-2.39,-0.52,1.2
2020-01-09,603337,21.41,22.05,22.11,21.3,17653,38677540.0,3.82,4.01,0.85,1.49
2020-01-10,603337,22.17,21.86,22.17,21.57,7129,15529732.0,2.72,-0.86,-0.19,0.6
2020-01-13,603337,21.86,22.28,22.4,21.58,11857,26110816.0,3.75,1.92,0.42,1.0
2020-01-14,603337,22.36,22.2,22.49,21.98,10970,24483115.0,2.29,-0.36,-0.08,0.93
2020-01-15,603337,22.28,22.62,23.07,22.01,10697,24271017.0,4.77,1.89,0.42,0.9
2020-01-16,603337,22.52,23.6,23.82,22.52,19738,46235299.0,5.75,4.33,0.98,1.67
2020-01-17,603337,23.66,23.46,24.29,23.38,20075,47629171.0,3.86,-0.59,-0.14,1.69
2020-01-20,603337,23.05,22.71,23.2,21.12,19843,45217411.0,8.87,-3.2,-0.75,0.45
2020-01-21,603337,22.87,22.52,22.98,22.14,13439,30476087.0,3.7,-0.84,-0.19,0.3
2020-01-22,603337,22.36,23.42,23.8,21.87,18558,42906266.0,8.57,4.0,0.9,0.42
2020-01-23,603337,23.37,22.65,23.61,22.45,13901,31839793.0,4.95,-3.29,-0.77,0.31
2020-02-03,603337,20.39,20.92,21.78,20.39,18168,38093448.0,6.14,-7.64,-1.73,0.41
2020-02-04,603337,21.2,22.24,22.76,21.13,25844,56662669.0,7.79,6.31,1.32,0.58
2020-02-05,603337,22.24,22.79,22.85,22.05,22995,51912621.0,3.6,2.47,0.55,0.52
2020-02-06,603337,22.52,22.54,23.3,22.22,20234,45414824.0,4.74,-1.1,-0.25,0.46
2020-02-07,603337,22.48,22.67,22.88,22.13,15229,34294332.0,3.33,0.58,0.13,0.34
2020-02-10,603337,22.9,21.95,23.6,21.55,39778,89169554.0,9.04,-3.18,-0.72,0.89
2020-02-11,603337,21.5,24.15,24.15,21.12,35841,80711991.0,13.8,10.02,2.2,0.81
2020-02-12,603337,24.8,23.79,24.81,23.25,56230,133771487.0,6.46,-1.49,-0.36,1.27
2020-02-13,603337,23.65,22.06,23.65,21.8,58945,132231901.0,7.78,-7.27,-1.73,1.33
2020-02-14,603337,21.91,22.6,23.66,21.82,50576,115595578.0,8.34,2.45,0.54,1.14
2020-02-17,603337,22.2,22.85,22.87,22.09,31834,71701335.0,3.45,1.11,0.25,0.72
2020-02-18,603337,22.57,22.5,22.8,22.11,29119,65340807.0,3.02,-1.53,-0.35,0.66
2020-02-19,603337,22.5,21.95,22.5,21.68,31492,69632543.0,3.64,-2.44,-0.55,0.71
2020-02-20,603337,21.88,22.07,22.18,21.7,22432,49316261.0,2.19,0.55,0.12,0.5
2020-02-21,603337,21.95,22.2,22.66,21.85,17611,39067691.0,3.67,0.59,0.13,0.4
2020-02-24,603337,22.13,22.25,22.45,21.91,20955,46620926.0,2.43,0.23,0.05,0.47
2020-02-25,603337,21.6,21.98,22.14,21.51,27794,60708128.0,2.83,-1.21,-0.27,0.63
2020-02-26,603337,21.63,21.4,21.97,21.31,27456,59390949.0,3.0,-2.64,-0.58,0.62
2020-02-27,603337,21.35,20.8,21.58,20.59,33051,69364053.0,4.63,-2.8,-0.6,0.74
2020-02-28,603337,20.3,20.64,21.0,19.76,33578,68510198.0,5.96,-0.77,-0.16,0.76
2020-03-02,603337,20.62,20.55,20.93,20.35,29928,61516281.0,2.81,-0.44,-0.09,0.67
2020-03-03,603337,20.7,20.75,21.2,20.56,20950,43804241.0,3.11,0.97,0.2,0.47
2020-03-04,603337,20.6,21.01,21.3,20.46,25067,52534547.0,4.05,1.25,0.26,0.56
2020-03-05,603337,21.16,21.35,21.6,20.93,21191,45153074.0,3.19,1.62,0.34,0.48
2020-03-06,603337,20.99,21.5,21.66,20.99,12706,27265859.0,3.14,0.7,0.15,0.29
2020-03-09,603337,21.44,20.6,21.55,20.42,16145,33754228.0,5.26,-4.19,-0.9,0.36
2020-03-10,603337,20.59,21.08,21.35,20.2,17794,37011792.0,5.58,2.33,0.48,0.4
2020-03-11,603337,21.19,20.77,21.19,20.5,11423,23828235.0,3.27,-1.47,-0.31,0.26
2020-03-12,603337,20.72,19.89,20.72,19.81,12538,25165488.0,4.38,-4.24,-0.88,0.28
2020-03-13,603337,18.87,20.36,20.48,18.34,19067,37973639.0,10.76,2.36,0.47,0.43
2020-03-16,603337,20.5,19.38,20.56,19.21,12560,24923042.0,6.63,-4.81,-0.98,0.28
2020-03-17,603337,19.38,19.11,19.62,18.4,20001,38197384.0,6.3,-1.39,-0.27,0.45
2020-03-18,603337,19.11,18.9,19.77,18.82,14278,27478699.0,4.97,-1.1,-0.21,0.32
2020-03-19,603337,18.62,18.66,19.08,18.55,16229,30421407.0,2.8,-1.27,-0.24,0.37
2020-03-20,603337,18.74,18.48,19.09,18.09,12444,22956720.0,5.36,-0.96,-0.18,0.28
2020-03-23,603337,18.34,17.36,18.34,17.21,22868,40696085.0,6.11,-6.06,-1.12,0.51
2020-03-24,603337,17.6,17.46,17.93,16.83,16146,28031484.0,6.34,0.58,0.1,0.36
2020-03-25,603337,17.84,18.75,19.09,17.6,18589,34157714.0,8.53,7.39,1.29,0.42
2020-03-26,603337,18.68,18.17,18.93,18.12,7814,14377350.0,4.32,-3.09,-0.58,0.18
2020-03-27,603337,18.23,17.87,18.54,17.77,9067,16318199.0,4.24,-1.65,-0.3,0.2
2020-03-30,603337,17.65,17.44,17.74,17.09,7470,12953357.0,3.64,-2.41,-0.43,0.17
2020-03-31,603337,17.69,17.23,17.85,17.12,5402,9388849.0,4.19,-1.2,-0.21,0.12
2020-04-01,603337,17.14,17.16,17.43,17.05,4702,8103094.0,2.21,-0.41,-0.07,0.11
2020-04-02,603337,17.17,17.29,17.38,16.9,7991,13705681.0,2.8,0.76,0.13,0.18
2020-04-03,603337,17.21,16.97,17.45,16.85,16339,27900802.0,3.47,-1.85,-0.32,0.37
2020-04-07,603337,17.2,17.28,17.5,17.06,12801,22099613.0,2.59,1.83,0.31,0.29
2020-04-08,603337,17.13,17.15,17.34,17.07,9724,16718573.0,1.56,-0.75,-0.13,0.22
2020-04-09,603337,17.24,17.2,17.49,17.18,10268,17735549.0,1.81,0.29,0.05,0.23
2020-04-10,603337,17.25,16.88,17.28,16.85,13129,22289909.0,2.5,-1.86,-0.32,0.3
2020-04-13,603337,16.79,15.9,16.87,15.83,24760,39962932.0,6.16,-5.81,-0.98,0.56
2020-04-14,603337,15.9,16.27,16.31,15.52,23635,37786991.0,4.97,2.33,0.37,0.53
2020-04-15,603337,16.27,16.15,16.59,16.05,21358,34747525.0,3.32,-0.74,-0.12,0.48
2020-04-16,603337,16.09,16.09,16.35,15.78,20217,32374823.0,3.53,-0.37,-0.06,0.45
2020-04-17,603337,16.23,16.28,16.58,16.1,25052,40920867.0,2.98,1.18,0.19,0.56
2020-04-20,603337,16.34,16.2,16.44,16.1,11338,18350347.0,2.09,-0.49,-0.08,0.26
2020-04-21,603337,16.18,16.16,16.18,15.71,18786,29941976.0,2.9,-0.25,-0.04,0.42
2020-04-22,603337,16.2,16.29,16.46,16.06,16610,27025072.0,2.48,0.8,0.13,0.37
2020-04-23,603337,16.29,16.74,17.2,16.14,36429,61081771.0,6.51,2.76,0.45,0.82
2020-04-24,603337,16.67,16.15,16.68,16.1,26193,42592019.0,3.46,-3.52,-0.59,0.59
2020-04-27,603337,16.4,17.77,17.77,16.21,44589,76775433.0,9.66,10.03,1.62,1.0
2020-04-28,603337,17.9,18.7,19.5,17.07,53431,97056569.0,13.67,5.23,0.93,1.2
2020-04-29,603337,18.49,17.75,18.49,17.71,27146,49153475.0,4.17,-5.08,-0.95,0.61
2020-04-30,603337,17.81,17.89,18.38,17.54,18584,33129981.0,4.73,0.79,0.14,0.42
2020-05-06,603337,17.8,17.98,18.0,17.4,17759,31331249.0,3.35,0.5,0.09,0.4
2020-05-07,603337,17.91,18.08,18.18,17.63,16189,29138713.0,3.06,0.56,0.1,0.36
2020-05-08,603337,18.05,18.32,18.47,17.98,14994,27316976.0,2.71,1.33,0.24,0.34
2020-05-11,603337,18.33,18.85,18.95,18.25,17440,32542726.0,3.82,2.89,0.53,0.39
2020-05-12,603337,19.01,18.75,19.01,18.45,9888,18399680.0,2.97,-0.53,-0.1,0.22
2020-05-13,603337,18.6,18.66,18.69,18.32,6598,12222778.0,1.97,-0.48,-0.09,0.15
2020-05-14,603337,18.56,18.1,19.15,18.01,13545,24773163.0,6.11,-3.0,-0.56,0.3
2020-05-15,603337,18.12,17.76,18.32,17.61,16531,29389462.0,3.92,-1.88,-0.34,0.37
2020-05-18,603337,17.77,18.23,18.31,17.53,13597,24527968.0,4.39,2.65,0.47,0.31
2020-05-19,603337,18.23,18.43,18.87,18.23,10748,19891282.0,3.51,1.1,0.2,0.24
2020-05-20,603337,18.78,18.12,18.78,18.02,10247,18729833.0,4.12,-1.68,-0.31,0.23
2020-05-21,603337,18.12,17.9,18.26,17.75,10186,18317493.0,2.81,-1.21,-0.22,0.23
2020-05-22,603337,17.46,17.26,17.87,17.25,8699,15192763.0,3.46,-3.58,-0.64,0.2
2020-05-25,603337,17.26,17.37,17.55,17.03,8735,15096872.0,3.01,0.64,0.11,0.2
2020-05-26,603337,17.38,17.59,17.61,17.23,8351,14563927.0,2.19,1.27,0.22,0.19
2020-05-27,603337,17.5,17.85,18.06,17.11,12827,22784899.0,5.4,1.48,0.26,0.29
2020-05-28,603337,17.91,17.69,18.2,17.47,11354,20039522.0,4.09,-0.9,-0.16,0.26
2020-05-29,603337,17.51,17.66,17.68,17.32,11283,19737919.0,2.04,-0.17,-0.03,0.25
2020-06-01,603337,17.69,18.36,18.43,17.69,16455,29842196.0,4.19,3.96,0.7,0.37
2020-06-02,603337,18.36,18.51,18.78,18.18,14239,26371470.0,3.27,0.82,0.15,0.32
2020-06-03,603337,18.51,19.0,19.47,18.45,19462,37169351.0,5.51,2.65,0.49,0.44
2020-06-04,603337,19.09,19.23,19.38,18.9,13552,25962080.0,2.53,1.21,0.23,0.3
2020-06-05,603337,19.22,19.27,19.37,18.92,11304,21648749.0,2.34,0.21,0.04,0.25
2020-06-08,603337,19.27,18.98,19.4,18.82,10232,19442664.0,3.01,-1.5,-0.29,0.23
2020-06-09,603337,19.04,18.9,19.18,18.56,18066,33988026.0,3.27,-0.42,-0.08,0.41
2020-06-10,603337,18.98,18.59,18.98,18.45,8332,15510880.0,2.8,-1.64,-0.31,0.19
2020-06-11,603337,18.56,18.71,18.75,18.45,9577,17816520.0,1.61,0.65,0.12,0.22
2020-06-12,603337,18.29,18.37,18.55,18.15,6602,12116003.0,2.14,-1.82,-0.34,0.15
2020-06-15,603337,18.22,18.13,18.56,17.79,14102,25634646.0,4.19,-1.31,-0.24,0.32
2020-06-16,603337,18.33,18.67,18.75,17.96,13805,25443360.0,4.36,2.98,0.54,0.31
2020-06-17,603337,18.7,18.99,18.99,18.56,10214,19135464.0,2.3,1.71,0.32,0.23
2020-06-18,603337,18.98,19.16,19.4,18.84,10084,19273231.0,2.95,0.9,0.17,0.23
2020-06-19,603337,19.16,19.23,19.5,18.81,9865,19026614.0,3.6,0.37,0.07,0.22
2020-06-22,603337,19.2,18.81,19.39,18.5,9864,18705046.0,4.63,-2.18,-0.42,0.22
2020-06-23,603337,18.77,18.82,19.1,18.55,7814,14679376.0,2.92,0.05,0.01,0.18
2020-06-24,603337,20.5,20.7,20.7,19.4,55803,113298691.0,6.91,9.99,1.88,1.26
2020-06-29,603337,21.1,21.75,22.3,21.01,69233,149319071.0,6.23,5.07,1.05,1.56
2020-06-30,603337,21.73,21.9,22.18,21.32,32256,70323575.0,3.95,0.69,0.15,0.73
2020-07-01,603337,21.61,22.6,23.62,21.61,44304,100822958.0,9.18,3.2,0.7,1.0
2020-07-02,603337,22.5,21.7,22.5,21.34,36010,78566566.0,5.13,-3.98,-0.9,0.81
2020-07-03,603337,21.65,21.8,22.48,21.52,30337,66649940.0,4.42,0.46,0.1,0.68
2020-07-06,603337,21.61,21.94,22.25,21.3,43439,94308530.0,4.36,0.64,0.14,0.98
2020-07-07,603337,21.83,22.5,22.96,21.55,51108,114495821.0,6.43,2.55,0.56,1.15
2020-07-08,603337,22.48,22.17,22.8,21.75,36730,81503473.0,4.67,-1.47,-0.33,0.83
2020-07-09,603337,22.19,22.92,22.95,21.95,37196,83481396.0,4.51,3.38,0.75,0.84
2020-07-10,603337,22.68,22.42,23.17,22.3,32582,74226032.0,3.8,-2.18,-0.5,0.73
2020-07-13,603337,22.48,22.68,23.2,22.44,35843,81555335.0,3.39,1.16,0.26,0.81
2020-07-14,603337,22.51,22.3,22.65,21.58,37001,81879329.0,4.72,-1.68,-0.38,0.83
2020-07-15,603337,22.28,21.38,22.28,21.01,34656,74442496.0,5.7,-4.13,-0.92,0.78
2020-07-16,603337,21.4,19.85,21.57,19.6,43335,88743346.0,9.21,-7.16,-1.53,0.97
2020-07-17,603337,19.8,19.59,19.99,19.25,27260,53415498.0,3.73,-1.31,-0.26,0.61
2020-07-20,603337,19.75,19.89,20.14,19.35,46626,91863014.0,4.03,1.53,0.3,1.05
2020-07-21,603337,20.04,20.73,20.93,19.92,40527,82855646.0,5.08,4.22,0.84,0.91
2020-07-22,603337,20.55,20.64,20.9,20.4,21207,43709021.0,2.41,-0.43,-0.09,0.48
2020-07-23,603337,20.43,20.45,20.79,19.7,26382,53365011.0,5.28,-0.92,-0.19,0.59
2020-07-24,603337,20.48,19.39,20.58,19.33,32581,65019950.0,6.11,-5.18,-1.06,0.73
2020-07-27,603337,19.4,19.27,19.55,18.84,20754,39736295.0,3.66,-0.62,-0.12,0.47
2020-07-28,603337,19.38,19.7,19.85,19.35,14028,27582440.0,2.59,2.23,0.43,0.32
2020-07-29,603337,19.71,20.21,20.33,19.52,20066,40175713.0,4.11,2.59,0.51,0.45
2020-07-30,603337,20.05,20.15,20.58,19.9,15059,30384923.0,3.36,-0.3,-0.06,0.34
2020-07-31,603337,20.15,20.07,20.5,19.87,12759,25639074.0,3.13,-0.4,-0.08,0.29
2020-08-03,603337,20.2,20.18,20.35,19.96,21695,43603085.0,1.94,0.55,0.11,0.49
2020-08-04,603337,20.28,20.4,21.0,19.98,30629,62339913.0,5.05,1.09,0.22,0.69
2020-08-05,603337,20.33,20.46,20.9,20.13,26289,53887580.0,3.77,0.29,0.06,0.59
2020-08-06,603337,20.44,20.61,20.79,19.92,21656,44145134.0,4.25,0.73,0.15,0.49
2020-08-07,603337,20.79,20.37,22.27,20.23,51939,109399591.0,9.9,-1.16,-0.24,1.17
2020-08-10,603337,20.24,19.98,20.47,19.56,34515,68971941.0,4.47,-1.91,-0.39,0.78
2020-08-11,603337,19.98,20.51,21.2,19.88,39727,82119677.0,6.61,2.65,0.53,0.89
2020-08-12,603337,20.5,22.56,22.56,20.38,75124,162355408.0,10.63,10.0,2.05,1.69
2020-08-13,603337,23.15,24.11,24.82,23.15,107705,259777575.0,7.4,6.87,1.55,2.42
2020-08-14,603337,25.33,24.19,26.5,23.5,89152,218970967.0,12.44,0.33,0.08,2.01
2020-08-17,603337,24.04,25.68,26.17,23.8,92377,231091262.0,9.8,6.16,1.49,2.08
2020-08-18,603337,24.62,27.2,28.08,24.62,84997,219857669.0,13.47,5.92,1.52,1.91
2020-08-19,603337,26.79,27.49,28.08,26.06,46078,126190475.0,7.43,1.07,0.29,1.04
2020-08-20,603337,27.52,26.65,28.31,26.51,30974,83912508.0,6.55,-3.06,-0.84,0.7
2020-08-21,603337,27.4,27.14,27.7,26.2,33254,89831810.0,5.63,1.84,0.49,0.75
2020-08-24,603337,27.0,27.93,28.6,27.0,42050,117832551.0,5.9,2.91,0.79,0.95
2020-08-25,603337,27.99,26.68,28.01,26.0,47293,127494217.0,7.2,-4.48,-1.25,1.06
2020-08-26,603337,26.66,26.44,27.22,26.0,24151,64165386.0,4.57,-0.9,-0.24,0.54
2020-08-27,603337,26.66,27.68,28.14,26.5,32445,89298862.0,6.2,4.69,1.24,0.73
2020-08-28,603337,27.38,28.2,28.5,27.03,24232,67399775.0,5.31,1.88,0.52,0.55
2020-08-31,603337,28.28,27.74,29.75,27.74,25831,74222488.0,7.13,-1.63,-0.46,0.58
2020-09-01,603337,28.11,27.74,28.8,27.3,35506,98663449.0,5.41,0.0,0.0,0.8
2020-09-02,603337,27.54,27.5,28.44,27.32,17461,48235234.0,4.04,-0.87,-0.24,0.39
2020-09-03,603337,27.5,26.86,28.09,26.66,33254,90594267.0,5.2,-2.33,-0.64,0.75
2020-09-04,603337,26.47,27.08,27.27,26.09,17372,46620577.0,4.39,0.82,0.22,0.39
2020-09-07,603337,26.99,26.55,27.27,26.4,17112,45832633.0,3.21,-1.96,-0.53,0.38
2020-09-08,603337,26.58,26.15,26.7,25.7,21160,55346599.0,3.77,-1.51,-0.4,0.48
2020-09-09,603337,25.88,24.6,26.0,24.26,33123,82427146.0,6.65,-5.93,-1.55,0.75
2020-09-10,603337,25.1,24.44,25.39,24.3,32299,80201695.0,4.43,-0.65,-0.16,0.73
2020-09-11,603337,24.93,25.56,25.68,24.26,16245,40669406.0,5.81,4.58,1.12,0.37
2020-09-14,603337,25.6,25.76,26.21,25.16,15460,39819434.0,4.11,0.78,0.2,0.35
2020-09-15,603337,25.83,26.19,26.46,25.3,16384,42649203.0,4.5,1.67,0.43,0.37
2020-09-16,603337,26.82,25.94,26.94,25.58,17976,46584192.0,5.19,-0.95,-0.25,0.4
2020-09-17,603337,26.45,28.53,28.53,26.45,30634,86877717.0,8.02,9.98,2.59,0.69
2020-09-18,603337,28.65,26.18,28.65,26.01,63563,169533785.0,9.25,-8.24,-2.35,1.43
2020-09-21,603337,26.32,27.23,27.62,26.01,43422,115419345.0,6.15,4.01,1.05,0.98
2020-09-22,603337,26.65,25.7,26.89,25.7,20410,53600962.0,4.37,-5.62,-1.53,0.46
2020-09-23,603337,26.15,26.02,26.78,24.82,36366,94517737.0,7.63,1.25,0.32,0.82
2020-09-24,603337,25.74,24.5,25.74,23.96,44858,110387451.0,6.84,-5.84,-1.52,1.01
2020-09-25,603337,24.98,24.77,25.15,24.2,21455,53231157.0,3.88,1.1,0.27,0.48
