strategy,param,param_name,top_n,bottom_n,cost_bps,n_days,ic_mean,ic_ir,ic_win_rate,long_mean,short_mean,ls_mean,ls_ann,ls_ir,ls_win_rate,avg_turnover,max_drawdown
B_hysteresis,12,delta,40,40,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006252415221458903,-0.0005872595491285041,0.0010693498107701928,0.26947615231408856,1.2737842789600153,0.5350140056022409,0.4771708683473389,-0.2997226259508631
B_hysteresis,15,delta,40,40,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006138423041859467,-0.0005207226690032706,0.0010018233765505618,0.25245949089074154,1.1946551456455703,0.5280112044817927,0.44247198879551825,-0.3098915027983863
B_hysteresis,18,delta,40,40,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.000636169872835253,-0.0005482094308879179,0.0010607973709500617,0.26732093747941554,1.272450180727847,0.5364145658263305,0.4119397759103641,-0.28631572795673765
B_hysteresis,20,delta,40,40,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005988316334249902,-0.0005654636575577099,0.0010465641985457253,0.2637341780335228,1.247028485436222,0.5364145658263305,0.39243697478991596,-0.2977364884904812
B_hysteresis,10,delta,40,40,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006243281227593275,-0.0005751793079443081,0.0009466888032526551,0.2385655784196691,1.1207618796595238,0.5252100840336135,0.5056372549019608,-0.30817956398824986
B_hysteresis,12,delta,40,40,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006252415221458903,-0.0005872595491285041,0.0009739156371007249,0.24542674054938268,1.1598553965878768,0.5350140056022409,0.4771708683473389,-0.3098876259508634
B_hysteresis,15,delta,40,40,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006138423041859467,-0.0005207226690032706,0.000913328978791458,0.23015890265544742,1.0889174310620386,0.5252100840336135,0.44247198879551825,-0.3191465027983871
B_hysteresis,18,delta,40,40,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.000636169872835253,-0.0005482094308879179,0.0009784094157679888,0.24655917277353318,1.1733906020316032,0.5336134453781513,0.4119397759103641,-0.29487072795673797
B_hysteresis,20,delta,40,40,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005988316334249902,-0.0005654636575577099,0.000968076803587742,0.243955354504111,1.153249167888225,0.5322128851540616,0.39243697478991596,-0.3057814884904808
B_hysteresis,10,delta,45,45,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005790107797803038,-0.0005454181663129651,0.0009779396837216534,0.24644080029785667,1.2050765364942764,0.5406162464985994,0.4882975412387177,-0.30531016335546324
B_hysteresis,12,delta,45,45,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005601128149881164,-0.0005700882005462214,0.0009911160482140762,0.2497612441499472,1.2238627114294138,0.5434173669467787,0.4636165577342048,-0.30713212208773477
B_hysteresis,15,delta,45,45,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005843605433032148,-0.0005649602693719209,0.001020590653944977,0.2571888447941342,1.2611420117327057,0.5504201680672269,0.42910052910052904,-0.29494040376386654
B_hysteresis,18,delta,45,45,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005845698914990656,-0.0005489628368565725,0.0010137194697188497,0.25545730636915015,1.2419822909123495,0.5406162464985994,0.3993775287892935,-0.2764959503423393
B_hysteresis,20,delta,45,45,0.0003,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006048666485779923,-0.0005762072703443721,0.0010665547779326351,0.26877180403902406,1.3141490166925924,0.5406162464985994,0.38173046996576404,-0.28230052274906037
B_hysteresis,10,delta,45,45,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005790107797803038,-0.0005454181663129651,0.0008802801754739102,0.22183060421942538,1.0845339220590127,0.5350140056022409,0.4882975412387177,-0.3158657189110186
B_hysteresis,12,delta,45,45,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005601128149881164,-0.0005700882005462214,0.0008983927366672354,0.22639496964014333,1.1091781170349992,0.5406162464985994,0.4636165577342048,-0.317078788754401
B_hysteresis,15,delta,45,45,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005843605433032148,-0.0005649602693719209,0.0009347705481248714,0.23556217812746758,1.1548276030316202,0.5462184873949579,0.42910052910052904,-0.30397595931942134
B_hysteresis,18,delta,45,45,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0005845698914990656,-0.0005489628368565725,0.0009338439639609911,0.23532867891816975,1.143892048154514,0.5406162464985994,0.3993775287892935,-0.284820394786783
B_hysteresis,20,delta,45,45,0.0005,714,0.03874401953992561,0.2145549864132548,0.5896358543417367,0.0006048666485779923,-0.0005762072703443721,0.0009902086839394825,0.2495325883527496,1.2198228083157172,0.5378151260504201,0.38173046996576404,-0.29023385608239316
