factor,ic_mean,ic_std,t,p,win_rate,n_days
momentum_21d_std,-0.06874343516737935,0.25734562340624173,-2.6036118907468615,0.010720934007742931,0.3894736842105263,95
momentum_60d_std,-0.06083278594276225,0.2723497270020623,-2.1770708586074683,0.03197962908090219,0.4631578947368421,95
dist_to_high_252_std,-0.05806647087192223,0.20798296442818504,-2.721193783699955,0.007750976003785461,0.4105263157894737,95
momentum_5d_std,-0.04624988086868865,0.23119462132460492,-1.9498207817996827,0.05417735464170795,0.3894736842105263,95
illiq_std,0.045781406009933884,0.1395679256255002,3.1971668791034773,0.0018911141224572444,0.6210526315789474,95
volatility_21d_std,0.03579322122324666,0.29434778199045347,1.1852277732215135,0.2389151245411972,0.5157894736842106,95
atr14_std,0.034048109364702296,0.28970270040268914,1.1455189038487712,0.25490231115370166,0.5157894736842106,95
volume_ratio_std,-0.03266825567955228,0.1558839473420524,-2.0426142341234943,0.04389095281214838,0.4,95
volume_trend_20_60_std,-0.03206854020962393,0.13794749421999644,-2.265829242704235,0.025756585494682238,0.3894736842105263,95
breakout_high_63_std,-0.027393912682175458,0.12094974840988587,-2.195902355665413,0.03058620813043304,0.44680851063829785,94
gk_vol_21d_std,0.02047581631981714,0.2833134886798551,0.7044266464024921,0.48290870272138353,0.5052631578947369,95
roll_spread_21_std,-0.01965515755618644,0.1118786067612162,-1.7123450502368824,0.09013019675124795,0.5157894736842106,95
amplitude_hl_std,-0.011785358116561525,0.2522416438024918,-0.4553945181708158,0.6498756049279382,0.4421052631578947,95
turnover_rate_std,0.011439642942350139,0.27204961987631204,0.40985114108163706,0.682847686812984,0.5578947368421052,95
dist_to_low_252_std,-0.011414261322260161,0.2555075474543978,-0.4354175006350175,0.6642575758526807,0.4631578947368421,95
vol_ratio_21_63_std,-0.009870526754887282,0.1320104381688217,-0.7287756611472479,0.46795072321362663,0.4631578947368421,95
momentum_250d_std,-0.0088965820218253,0.1776530976201227,-0.48810381862226504,0.6266129462958325,0.5263157894736842,95
obv_std,0.0062862701412308795,0.1377178113402085,0.44490238166166474,0.6574130787561181,0.5789473684210527,95
zero_ret_ratio_21_std,-0.005714337598436534,0.11117081353645361,-0.5009990627666605,0.6175429536623653,0.49473684210526314,95
