date,long,short,ls_gross,turnover,cost_bps,ls_net,overlap_long,overlap_short,long_turnover,short_turnover,added_long,removed_long,added_short,removed_short,cum_ls_net,cum_ls_gross,drawdown
2022-01-04,-0.04040231751897126,-0.02554788014600015,-0.01485443737297111,2.0,0.0005,-0.01585443737297111,0.0,0.0,1.0,1.0,20,0,40,0,-0.01585443737297111,-0.01485443737297111,0.0
2022-01-05,0.00877652105754015,0.007104672112206488,0.0016718489453336621,0.55,0.0005,0.001396848945333662,0.75,0.7,0.25,0.30000000000000004,5,5,12,12,-0.01445758842763745,-0.013182588427637448,0.0
2022-01-06,-0.02266738011700389,-0.020235761446557542,-0.0024316186704463477,0.44999999999999996,0.0005,-0.0026566186704463477,0.75,0.8,0.25,0.19999999999999996,5,5,8,8,-0.017114207098083797,-0.015614207098083796,-0.0026566186704463472
2022-01-07,0.004457272363697505,0.003466473447109346,0.0009907989165881593,0.4,0.0005,0.0007907989165881593,0.75,0.85,0.25,0.15000000000000002,5,5,6,6,-0.01632340818149564,-0.014623408181495637,-0.0018658197538581889
2022-01-10,-0.0019335116817413554,-0.016397069691382857,0.014463558009641502,0.65,0.0005,0.014138558009641502,0.6,0.75,0.4,0.25,8,8,10,10,-0.002184850171854137,-0.00015985017185413467,0.0
2022-01-11,0.02517822934018723,0.005095657170929727,0.020082572169257504,1.7,0.0005,0.019232572169257504,0.25,0.05,0.75,0.95,15,15,38,38,0.017047721997403367,0.01992272199740337,0.0
2022-01-12,-0.004624561905583635,-0.009300092417904396,0.004675530512320761,0.625,0.0005,0.004363030512320761,0.55,0.825,0.44999999999999996,0.17500000000000004,9,9,7,7,0.02141075250972413,0.024598252509724132,0.0
2022-01-13,0.013446172901383637,0.010866558698840612,0.002579614202543025,1.6749999999999998,0.0005,0.001742114202543025,0.3,0.025,0.7,0.975,14,14,39,39,0.023152866712267153,0.027177866712267157,0.0
2022-01-14,0.019449777503847902,0.01608234094978879,0.0033674365540591125,0.42500000000000004,0.0005,0.0031549365540591125,0.75,0.825,0.25,0.17500000000000004,5,5,7,7,0.026307803266326264,0.03054530326632627,0.0
2022-01-17,-0.023371931325226705,0.007072004850864205,-0.03044393617609091,0.525,0.0005,-0.03070643617609091,0.75,0.725,0.25,0.275,5,5,11,11,-0.004398632909764645,0.00010136709023535889,-0.03070643617609091
2022-01-18,-0.008474950008107725,-0.0015638542279962178,-0.006911095780111507,1.65,0.0005,-0.007736095780111508,0.25,0.1,0.75,0.9,15,15,36,36,-0.012134728689876154,-0.0068097286898761485,-0.03844253195620242
2022-01-19,-0.027876036063829417,-0.007706685645662456,-0.020169350418166962,0.7749999999999999,0.0005,-0.02055685041816696,0.55,0.675,0.44999999999999996,0.32499999999999996,9,9,13,13,-0.032691579108043115,-0.026979079108043112,-0.05899938237436938
2022-01-20,-0.012905902464010532,-0.01578068410537965,0.0028747816413691174,0.925,0.0005,0.002412281641369117,0.45,0.625,0.55,0.375,11,11,15,15,-0.030279297466673998,-0.024104297466673995,-0.05658710073300026
2022-01-21,0.003010155645621789,0.004521237275653385,-0.0015110816300315955,1.45,0.0005,-0.0022360816300315955,0.4,0.15,0.6,0.85,12,12,34,34,-0.03251537909670559,-0.02561537909670559,-0.058823182363031856
2022-01-24,-0.04331687693793794,-0.0431871324809946,-0.00012974445694333842,0.6749999999999999,0.0005,-0.0004672444569433384,0.65,0.675,0.35,0.32499999999999996,7,7,13,13,-0.03298262355364893,-0.025745123553648927,-0.05929042681997519
2022-01-25,0.005185665091607866,0.010315474414551292,-0.005129809322943426,0.6749999999999999,0.0005,-0.005467309322943426,0.65,0.675,0.35,0.32499999999999996,7,7,13,13,-0.03844993287659235,-0.030874932876592355,-0.06475773614291862
2022-01-26,-0.015712346411112132,-0.038856345060877165,0.023143998649765032,0.6,0.0005,0.02284399864976503,0.75,0.65,0.25,0.35,5,5,14,14,-0.015605934226827323,-0.007730934226827323,-0.04191373749315359
2022-01-27,0.015849658912617158,-0.0034170680983133645,0.01926672701093052,0.35,0.0005,0.01909172701093052,0.9,0.75,0.09999999999999998,0.25,2,2,10,10,0.003485792784103197,0.011535792784103199,-0.022822010482223067
2022-01-28,0.0026443017475500296,0.015684719956010427,-0.013040418208460396,0.45000000000000007,0.0005,-0.013265418208460396,0.7,0.85,0.30000000000000004,0.15000000000000002,6,6,6,6,-0.009779625424357199,-0.0015046254243571977,-0.03608742869068346
2022-02-07,0.03383064701898826,0.006059568476323203,0.027771078542665056,0.6,0.0005,0.027471078542665055,0.65,0.75,0.35,0.25,7,7,10,10,0.017691453118307856,0.02626645311830786,-0.008616350148018408
2022-02-08,0.007413388851548743,0.027928241004904243,-0.020514852153355502,0.575,0.0005,-0.0208023521533555,0.65,0.775,0.35,0.22499999999999998,7,7,9,9,-0.0031108990350476456,0.005751600964952357,-0.02941870230137391
2022-02-09,0.0058122237485516495,-0.007459925573572804,0.013272149322124453,0.22499999999999998,0.0005,0.013159649322124453,0.9,0.875,0.09999999999999998,0.125,2,2,5,5,0.010048750287076807,0.01902375028707681,-0.016259052979249455
2022-02-10,-0.017200061904234204,-0.025692984939040604,0.0084929230348064,0.35,0.0005,0.0083179230348064,0.85,0.8,0.15000000000000002,0.19999999999999996,3,3,8,8,0.018366673321883208,0.02751667332188321,-0.007941129944443057
2022-02-11,-0.015912396174619953,-0.00012116761054387533,-0.01579122856407608,0.2250000000000001,0.0005,-0.01590372856407608,0.95,0.825,0.050000000000000044,0.17500000000000004,1,1,7,7,0.0024629447578071277,0.011725444757807131,-0.023844858508519137
2022-02-14,0.0007858406516993152,0.024326814229903175,-0.02354097357820386,0.35,0.0005,-0.02371597357820386,0.85,0.8,0.15000000000000002,0.19999999999999996,3,3,8,8,-0.021253028820396733,-0.011815528820396728,-0.047560832086723
2022-02-15,0.00968762515900698,0.005067186105620752,0.004620439053386227,0.29999999999999993,0.0005,0.004470439053386227,0.9,0.8,0.09999999999999998,0.19999999999999996,2,2,8,8,-0.016782589767010504,-0.007195089767010501,-0.04309039303333677
2022-02-16,0.005954710822437386,-0.004981660719867604,0.01093637154230499,0.5499999999999999,0.0005,0.01066137154230499,0.65,0.8,0.35,0.19999999999999996,7,7,8,8,-0.006121218224705514,0.0037412817752944883,-0.03242902149103178
2022-02-17,0.01162319142314112,0.011624197053659361,-1.0056305182401526e-06,0.5499999999999999,0.0005,-0.0002760056305182401,0.65,0.8,0.35,0.19999999999999996,7,7,8,8,-0.006397223855223754,0.003740276144776248,-0.03270502712155002
2022-02-18,0.026071978055222544,0.011340035739988222,0.014731942315234323,0.45000000000000007,0.0005,0.014506942315234323,0.7,0.85,0.30000000000000004,0.15000000000000002,6,6,6,6,0.00810971846001057,0.01847221846001057,-0.018198084806315695
2022-02-21,-0.01692867439628582,-0.017190911242661217,0.0002622368463753959,0.4750000000000001,0.0005,2.4736846375395823e-05,0.7,0.825,0.30000000000000004,0.17500000000000004,6,6,7,7,0.008134455306385966,0.018734455306385966,-0.0181733479599403
2022-02-22,0.013776868054620094,0.026352482161549774,-0.01257561410692968,0.5,0.0005,-0.01282561410692968,0.6,0.9,0.4,0.09999999999999998,8,8,4,4,-0.004691158800543714,0.0061588411994562865,-0.03099896206686998
2022-02-23,-0.02736787573892475,-0.026761325885525156,-0.0006065498533995954,0.44999999999999996,0.0005,-0.0008315498533995954,0.75,0.8,0.25,0.19999999999999996,5,5,8,8,-0.005522708653943309,0.005552291346056691,-0.031830511920269575
2022-02-24,0.0003939263602602499,0.014998190387846628,-0.014604264027586378,0.32500000000000007,0.0005,-0.014766764027586378,0.85,0.825,0.15000000000000002,0.17500000000000004,3,3,7,7,-0.020289472681529686,-0.009051972681529687,-0.046597275947855954
2022-02-25,0.006060547045543605,0.007158577991880639,-0.0010980309463370346,0.4750000000000001,0.0005,-0.0013355309463370347,0.7,0.825,0.30000000000000004,0.17500000000000004,6,6,7,7,-0.02162500362786672,-0.010150003627866722,-0.047932806894192985
2022-02-28,-0.004067992281618315,0.009321225743931811,-0.013389218025550126,0.35,0.0005,-0.013564218025550126,0.8,0.85,0.19999999999999996,0.15000000000000002,4,4,6,6,-0.03518922165341685,-0.023539221653416847,-0.06149702491974311
2022-03-01,0.004445896591102201,-0.004462129170283867,0.008908025761386069,0.42500000000000004,0.0005,0.008695525761386068,0.7,0.875,0.30000000000000004,0.125,6,6,5,5,-0.02649369589203078,-0.014631195892030779,-0.052801499158357044
2022-03-02,-0.005510672479631066,0.007545071170002873,-0.013055743649633939,1.35,0.0005,-0.013730743649633939,0.5,0.15,0.5,0.85,10,10,34,34,-0.04022443954166472,-0.027686939541664717,-0.06653224280799099
2022-03-03,-0.004876442110329775,-0.001316009537929958,-0.0035604325723998164,0.975,0.0005,-0.0040479325723998165,0.35,0.675,0.65,0.32499999999999996,13,13,13,13,-0.04427237211406454,-0.031247372114064535,-0.0705801753803908
2022-03-04,-0.01606620114969773,-0.026945917805881032,0.010879716656183303,0.625,0.0005,0.010567216656183303,0.6,0.775,0.4,0.22499999999999998,8,8,9,9,-0.03370515545788123,-0.02036765545788123,-0.0600129587242075
2022-03-07,-0.020759769422759734,-0.042339055275115355,0.02157928585235562,0.65,0.0005,0.02125428585235562,0.6,0.75,0.4,0.25,8,8,10,10,-0.012450869605525612,0.001211630394474389,-0.038758672871851876
2022-03-08,-0.0020621513181477446,-0.014139661103915239,0.012077509785767495,1.475,0.0005,0.011340009785767494,0.3,0.225,0.7,0.775,14,14,31,31,-0.0011108598197581178,0.013289140180241884,-0.027418663086084382
2022-03-09,0.02709001543760759,0.0198895268719771,0.007200488565630492,0.375,0.0005,0.007012988565630492,0.75,0.875,0.25,0.125,5,5,5,5,0.005902128745872374,0.020489628745872374,-0.02040567452045389
2022-03-10,0.00584969078971259,0.008821087690538703,-0.0029713969008261128,0.42500000000000004,0.0005,-0.003183896900826113,0.7,0.875,0.30000000000000004,0.125,6,6,5,5,0.002718231845046261,0.01751823184504626,-0.023589571421280004
2022-03-11,-0.013045619094957623,-0.03795652074673765,0.02491090165178003,0.29999999999999993,0.0005,0.024760901651780028,0.8,0.9,0.19999999999999996,0.09999999999999998,4,4,4,4,0.027479133496826288,0.04242913349682629,0.0
2022-03-14,-0.035562543436042794,-0.05781021866408327,0.022247675228040477,0.375,0.0005,0.022060175228040477,0.75,0.875,0.25,0.125,5,5,5,5,0.04953930872486677,0.06467680872486677,0.0
2022-03-15,0.029205422984304386,0.026704009531596056,0.00250141345270833,0.42500000000000004,0.0005,0.00228891345270833,0.7,0.875,0.30000000000000004,0.125,6,6,5,5,0.0518282221775751,0.0671782221775751,0.0
2022-03-16,0.012481221544550284,0.027132542074881232,-0.014651320530330948,0.32500000000000007,0.0005,-0.014813820530330948,0.85,0.825,0.15000000000000002,0.17500000000000004,3,3,7,7,0.03701440164724415,0.052526901647244155,-0.014813820530330951
2022-03-17,0.004641659832724559,0.009392090373304119,-0.00475043054057956,0.475,0.0005,-0.00498793054057956,0.75,0.775,0.25,0.22499999999999998,5,5,9,9,0.03202647110666459,0.047776471106664595,-0.019801751070910513
2022-03-18,0.03202120782959477,0.004599157559638027,0.027422050269956744,0.525,0.0005,0.027159550269956746,0.7,0.775,0.30000000000000004,0.22499999999999998,6,6,9,9,0.05918602137662134,0.07519852137662134,0.0
2022-03-21,-0.005088572646601157,-0.00497625282049718,-0.0001123198261039765,0.32500000000000007,0.0005,-0.00027481982610397655,0.85,0.825,0.15000000000000002,0.17500000000000004,3,3,7,7,0.05891120155051736,0.07508620155051736,-0.0002748198261039794
2022-03-22,-0.0010683710058785945,0.006014619806428695,-0.00708299081230729,0.20000000000000007,0.0005,-0.00718299081230729,0.85,0.95,0.15000000000000002,0.050000000000000044,3,3,2,2,0.051728210738210066,0.06800321073821007,-0.0074578106384112705
2022-03-23,0.018075397092098437,-0.016750255409418033,0.034825652501516466,0.25,0.0005,0.034700652501516466,0.85,0.9,0.15000000000000002,0.09999999999999998,3,3,4,4,0.08642886323972654,0.10282886323972654,0.0
2022-03-24,-0.00843507228563225,-0.01404676265219457,0.0056116903665623195,0.17499999999999993,0.0005,0.0055241903665623196,0.9,0.925,0.09999999999999998,0.07499999999999996,2,2,3,3,0.09195305360628886,0.10844055360628886,0.0
2022-03-25,-0.012489563176453698,-0.002141739724072905,-0.010347823452380792,0.44999999999999996,0.0005,-0.010572823452380791,0.75,0.8,0.25,0.19999999999999996,5,5,8,8,0.08138023015390806,0.09809273015390807,-0.010572823452380795
2022-03-28,-0.0016897682795540465,-0.013705704537502916,0.01201593625794887,0.44999999999999996,0.0005,0.01179093625794887,0.75,0.8,0.25,0.19999999999999996,5,5,8,8,0.09317116641185694,0.11010866641185695,0.0
2022-03-29,0.029864388622989273,0.024771178417819686,0.005093210205169587,0.32500000000000007,0.0005,0.004930710205169587,0.85,0.825,0.15000000000000002,0.17500000000000004,3,3,7,7,0.09810187661702652,0.11520187661702654,0.0
2022-03-30,-0.013849601210528592,-0.008845172934152185,-0.005004428276376408,0.29999999999999993,0.0005,-0.005154428276376408,0.9,0.8,0.09999999999999998,0.19999999999999996,2,2,8,8,0.09294744834065011,0.11019744834065012,-0.0051544282763764104
2022-03-31,-0.003963793421716369,-0.0008403598032435449,-0.003123433618472824,0.25,0.0005,-0.003248433618472824,0.85,0.9,0.15000000000000002,0.09999999999999998,3,3,4,4,0.08969901472217728,0.1070740147221773,-0.008402861894849234
2022-04-01,0.0013416391399756014,-0.006077206344904286,0.0074188454848798865,0.4750000000000001,0.0005,0.007181345484879887,0.7,0.825,0.30000000000000004,0.17500000000000004,6,6,7,7,0.09688036020705718,0.11449286020705718,-0.001221516409969342
2022-04-06,-0.026244490178310126,-0.02371967711605275,-0.002524813062257377,0.07499999999999996,0.0005,-0.002562313062257377,1.0,0.925,0.0,0.07499999999999996,0,0,3,3,0.0943180471447998,0.1119680471447998,-0.0037838294722267185
2022-04-07,0.0003513956642442602,-0.015167063918864982,0.015518459583109242,0.29999999999999993,0.0005,0.015368459583109242,0.8,0.9,0.19999999999999996,0.09999999999999998,4,4,4,4,0.10968650672790904,0.12748650672790904,0.0
2022-04-08,-0.021377224956972817,-0.03633436953383529,0.01495714457686247,0.22499999999999998,0.0005,0.01484464457686247,0.85,0.925,0.15000000000000002,0.07499999999999996,3,3,3,3,0.1245311513047715,0.14244365130477152,0.0
2022-04-11,0.007738975312256906,0.017643897500279282,-0.009904922188022375,0.25,0.0005,-0.010029922188022376,0.85,0.9,0.15000000000000002,0.09999999999999998,3,3,4,4,0.11450122911674913,0.13253872911674913,-0.010029922188022372
2022-04-12,-0.010593852003391208,-0.024078300741258777,0.013484448737867569,0.25,0.0005,0.013359448737867569,0.9,0.85,0.09999999999999998,0.15000000000000002,2,2,6,6,0.1278606778546167,0.14602317785461671,0.0
2022-04-13,0.004624444292691127,0.01979151795997465,-0.015167073667283523,0.32499999999999996,0.0005,-0.015329573667283523,0.75,0.925,0.25,0.07499999999999996,5,5,3,3,0.11253110418733317,0.13085610418733318,-0.01532957366728352
2022-04-14,-0.023296297286161862,-0.0017528237611322624,-0.0215434735250296,0.22499999999999998,0.0005,-0.0216559735250296,0.85,0.925,0.15000000000000002,0.07499999999999996,3,3,3,3,0.09087513066230357,0.10931263066230358,-0.03698554719231312
2022-04-15,0.00593655126557949,0.005612495309106085,0.000324055956473405,0.4,0.0005,0.00012405595647340499,0.75,0.85,0.25,0.15000000000000002,5,5,6,6,0.09099918661877697,0.10963668661877699,-0.03686149123583972
2022-04-18,0.003892042745916385,-0.004426390530860585,0.00831843327677697,0.25,0.0005,0.00819343327677697,0.85,0.9,0.15000000000000002,0.09999999999999998,3,3,4,4,0.09919261989555395,0.11795511989555396,-0.028668057959062743
2022-04-19,-0.024934202100874676,-0.016122994413822953,-0.008811207687051723,0.475,0.0005,-0.009048707687051722,0.75,0.775,0.25,0.22499999999999998,5,5,9,9,0.09014391220850222,0.10914391220850224,-0.03771676564611447
2022-04-20,-0.024362169481299392,-0.04149656437206428,0.01713439489076489,0.375,0.0005,0.01694689489076489,0.75,0.875,0.25,0.125,5,5,5,5,0.1070908070992671,0.12627830709926713,-0.020769870755349584
2022-04-21,-0.0032288228226738853,-0.017132976539742016,0.013904153717068131,0.525,0.0005,0.01364165371706813,0.65,0.825,0.35,0.17500000000000004,7,7,7,7,0.12073246081633524,0.14018246081633526,-0.007128217038281454
2022-04-22,-0.0672412940423408,-0.07525876067398798,0.00801746663164718,0.050000000000000044,0.0005,0.00799246663164718,0.95,1.0,0.050000000000000044,0.0,1,1,0,0,0.12872492744798242,0.14819992744798244,0.0
2022-04-25,-0.0366271258732997,-0.019793542083176473,-0.016833583790123226,0.15000000000000002,0.0005,-0.016908583790123225,0.9,0.95,0.09999999999999998,0.050000000000000044,2,2,2,2,0.1118163436578592,0.1313663436578592,-0.01690858379012322
2022-04-27,-0.0035456568327270456,-0.004846756718695072,0.0013010998859680264,1.6749999999999998,0.0005,0.00046359988596802646,0.15,0.175,0.85,0.825,17,17,33,33,0.11227994354382723,0.13266744354382723,-0.01644498390415519
2022-04-28,0.02995300048044238,0.0420874176816927,-0.012134417201250317,0.42500000000000004,0.0005,-0.012346917201250317,0.75,0.825,0.25,0.17500000000000004,5,5,7,7,0.0999330263425769,0.12053302634257691,-0.028791901105405512
2022-04-29,0.02712777412677287,0.013432373724403928,0.013695400402368942,0.525,0.0005,0.013432900402368941,0.7,0.775,0.30000000000000004,0.22499999999999998,6,6,9,9,0.11336592674494585,0.13422842674494587,-0.015359000703036571
2022-05-05,-0.009536620991699472,-0.02281061675781108,0.013273995766111608,0.375,0.0005,0.013086495766111608,0.8,0.825,0.19999999999999996,0.17500000000000004,4,4,7,7,0.12645242251105746,0.14750242251105747,-0.002272504936924963
2022-05-06,0.02390709376823628,0.0007970719268457144,0.023110021841390566,0.625,0.0005,0.022797521841390566,0.55,0.825,0.44999999999999996,0.17500000000000004,9,9,7,7,0.149249944352448,0.17061244435244804,0.0
2022-05-09,0.029365444822322246,0.01589018791010985,0.013475256912212397,0.5750000000000001,0.0005,0.013187756912212398,0.7,0.725,0.30000000000000004,0.275,6,6,11,11,0.1624377012646604,0.18408770126466045,0.0
2022-05-10,0.011193932545558795,0.010518728763150733,0.0006752037824080612,0.5,0.0005,0.00042520378240806117,0.8,0.7,0.19999999999999996,0.30000000000000004,4,4,12,12,0.16286290504706846,0.18476290504706852,0.0
